classifier,setting_id,settings,accuracy,w_avg_precision,w_avg_recall
Support Vector Machines,s36,"[['pac', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9426883308714918,0.946388620354972,0.9426883308714918
Logistic Regression,s36,"[['pac', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9372230428360414,0.9416299262539166,0.9372230428360414
Naive Bayes,s37,"[['pac', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9039881831610044,0.9101287065495323,0.9039881831610044
Support Vector Machines,s37,"[['pac', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9437223042836042,0.9450779430667501,0.9437223042836042
Logistic Regression,s37,"[['pac', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9376661742983752,0.9423337901160191,0.9376661742983752
Naive Bayes,s38,"[['pac', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8604135893648449,0.8734694684338045,0.8604135893648449
Support Vector Machines,s38,"[['pac', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.908714918759232,0.9135662541410646,0.908714918759232
Logistic Regression,s38,"[['pac', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9081240768094535,0.9114114116782585,0.9081240768094535
Naive Bayes,s39,"[['pac', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8651403249630724,0.8748013883752019,0.8651403249630724
Support Vector Machines,s39,"[['pac', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9093057607090105,0.9141118039280007,0.9093057607090105
Logistic Regression,s39,"[['pac', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9063515509601183,0.9098623756831085,0.9063515509601183
Naive Bayes,s40,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8986706056129986,0.9060189146891728,0.8986706056129986
Support Vector Machines,s40,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9415066469719351,0.9437806622071928,0.9415066469719351
Logistic Regression,s40,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9363367799113738,0.9396164098520238,0.9363367799113738
Naive Bayes,s41,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8948301329394388,0.902072082893099,0.8948301329394388
Support Vector Machines,s41,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9413589364844904,0.9413819618362813,0.9413589364844904
Logistic Regression,s41,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9369276218611523,0.9402880402971727,0.9369276218611523
Naive Bayes,s42,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8579025110782865,0.8699189554313046,0.8579025110782865
Support Vector Machines,s42,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9073855243722306,0.9122942847086689,0.9073855243722306
Logistic Regression,s42,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9066469719350074,0.9100623010302911,0.9066469719350074
Naive Bayes,s43,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8592319054652882,0.8688422687838667,0.8592319054652882
Support Vector Machines,s43,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8980797636632201,0.9033347725776796,0.8980797636632201
Logistic Regression,s43,"[['pac', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9010339734121123,0.9038622436368655,0.9010339734121123
Naive Bayes,s44,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9057607090103398,0.9115497318436789,0.9057607090103398
Support Vector Machines,s44,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9438700147710488,0.9471347233177235,0.9438700147710488
Logistic Regression,s44,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9381093057607088,0.9424347181195172,0.9381093057607088
Naive Bayes,s45,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9048744460856719,0.9110954611479775,0.9048744460856719
Support Vector Machines,s45,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9449039881831611,0.9460721828890188,0.9449039881831611
Logistic Regression,s45,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9385524372230428,0.9431590243215187,0.9385524372230428
Naive Bayes,s46,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8623338257016249,0.874959511475774,0.8623338257016249
Support Vector Machines,s46,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9090103397341212,0.9135029201204306,0.9090103397341212
Logistic Regression,s46,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.9090103397341212,0.9121498030558761,0.9090103397341212
Naive Bayes,s47,"[['pac', 'scw', 'lc', 'sc', 'sw', 'jk', 'tow'], ['c', 'scw', 'stem', 'lc', 'sc', 'sw', 'jk', 'tow']]",0.8666174298375185,0.8762396524983034,0.8666174298375185
